"","Year","Index","Q25","Q975","Stratum"
"1021",1998,5.67889400526137,4.49499555369436,7.0278379351197,"NV"
"1022",1999,5.81249623568544,4.68181524925359,7.32754728762911,"NV"
"1023",2000,5.83428640868475,4.74427541334143,7.23913483087138,"NV"
"1024",2001,5.6307104574132,4.46545406189533,7.02049171914873,"NV"
"1025",2002,5.58311110162383,4.40690824932167,6.86437129441761,"NV"
"1026",2003,5.45191624745216,4.12681487725959,6.75614297877127,"NV"
"1027",2004,5.56747608646827,4.2954085048371,6.76249272781716,"NV"
"1028",2005,5.74223114394762,4.59349327040781,7.02318943283381,"NV"
"1029",2006,6.05001102400183,4.96981285006512,7.36738744768301,"NV"
"1030",2007,5.88003551954796,4.78262926004864,7.19915770314267,"NV"
"1031",2008,5.77695343081944,4.68670667187061,7.00228739443914,"NV"
"1032",2009,5.6815078049458,4.50943945473156,6.84383531141116,"NV"
"1033",2010,5.87218259936116,4.61726889914405,7.17270575999181,"NV"
"1034",2011,5.95772077623051,4.74006607357014,7.21761548996657,"NV"
"1035",2012,6.22171212417119,5.22806378462426,7.62609925364106,"NV"
"1036",2013,6.3618079337393,5.31624179980617,7.88718032854459,"NV"
"1037",2014,6.55126503175575,5.4445617072404,8.14161887626936,"NV"
"1038",2015,6.71059782418362,5.53730819077415,8.39127273336922,"NV"
"1039",2016,6.57767401156024,5.35481824026013,8.23604440244287,"NV"
"1040",2017,6.37042920382151,5.23457444748787,7.60362293928006,"NV"
"1041",1966,38.7854482049849,22.4427965813261,64.2574803090208,"AZ"
"1042",1967,38.1282734349581,23.3859072256343,60.1459861489503,"AZ"
"1043",1968,38.845207324462,23.9730884825209,59.7802350448683,"AZ"
"1044",1969,39.808055454541,25.4092227397619,56.5321584488227,"AZ"
"1045",1970,41.5258873774489,25.7743272041041,59.4955983838189,"AZ"
"1046",1971,39.6849861344144,25.8120748493539,57.6876967614645,"AZ"
"1047",1972,36.912669229561,24.5282973076503,53.4356544306466,"AZ"
"1048",1973,32.729689906881,22.0238528046141,47.1063370539748,"AZ"
"1049",1974,32.3302168691917,22.8089563721157,44.5005283252489,"AZ"
"1050",1975,32.745871106457,23.4248067280386,43.9266622823351,"AZ"
"1051",1976,33.1254398190628,23.3055603484582,44.5108686178585,"AZ"
"1052",1977,34.5136981489957,24.1370748408506,47.6876378697907,"AZ"
"1053",1978,30.0897506255375,21.3851233281451,40.509606202818,"AZ"
"1054",1979,33.5037075565233,23.3587381560675,46.2532094907598,"AZ"
"1055",1980,30.3625481063842,21.8364428815598,42.6147330023432,"AZ"
"1056",1981,25.7693137951665,18.5393923338684,34.708951042174,"AZ"
"1057",1982,22.745460325472,16.7391033435181,29.9287323291568,"AZ"
"1058",1983,20.8246160452193,15.3139947408782,28.8424825860614,"AZ"
"1059",1984,20.8593535483717,15.3257482286312,29.2056450501182,"AZ"
"1060",1985,20.4109738641833,14.9231882556636,27.5819692452616,"AZ"
"1061",1986,20.3790834718619,15.2132438073769,26.0641940285744,"AZ"
"1062",1987,22.3892555099971,17.3475287362193,28.3820831272035,"AZ"
"1063",1988,22.9213738790411,17.9256481854829,29.3264747169536,"AZ"
"1064",1989,22.479221974064,16.7854207323209,28.7697734345458,"AZ"
"1065",1990,22.1503115526307,16.7665372242269,28.1660556626019,"AZ"
"1066",1991,21.9428471193645,17.0973426141384,27.7715136806075,"AZ"
"1067",1992,23.9491098339778,18.5332654827785,29.923295785031,"AZ"
"1068",1993,24.7800772729316,19.5239426330161,30.8664406198008,"AZ"
"1069",1994,26.6025718109368,20.9209153829503,33.4135566525956,"AZ"
"1070",1995,27.6179676000813,22.1705743083007,34.1348116445421,"AZ"
"1071",1996,29.3294040762743,22.9518055295292,37.3126872194733,"AZ"
"1072",1997,30.4439973488908,23.976392334829,39.4949551175612,"AZ"
"1073",1998,29.2485827620952,22.924941014328,37.6887780659132,"AZ"
"1074",1999,26.8824338278418,21.5280992542872,34.7524191818694,"AZ"
"1075",2000,22.3746268905745,17.831220890106,27.7994839625536,"AZ"
"1076",2001,20.6800283945963,16.3561843453467,25.5512374895997,"AZ"
"1077",2002,18.6182067923887,14.8239373372942,22.8706289839204,"AZ"
"1078",2003,18.5188278871479,14.7595640693206,22.6977418818042,"AZ"
"1079",2004,17.9397252578556,14.9372167977319,21.6340925865326,"AZ"
"1080",2005,16.1363242734603,12.8305635766453,19.7420037062573,"AZ"
"1081",2006,15.390446504128,12.2991710431257,19.2178925392862,"AZ"
"1082",2007,15.4604926408312,12.1900007893446,19.4384320797419,"AZ"
"1083",2008,17.9714547837812,14.1172539597057,22.9797581133625,"AZ"
"1084",2009,17.0007505947919,13.8622722678567,21.2506974110086,"AZ"
"1085",2010,16.1502910646153,12.909938741982,20.1521765033925,"AZ"
"1086",2011,15.5362324524119,11.9674001503403,19.4841193840635,"AZ"
"1087",2012,13.9544843428958,10.6422127204229,17.6424447438129,"AZ"
"1088",2013,13.6676466544414,11.0544497843344,17.2664224604767,"AZ"
"1089",2014,13.1284369763534,10.4692885951814,16.3406097854651,"AZ"
"1090",2015,12.9635743868361,10.4969659177495,16.0681422971183,"AZ"
"1091",2016,12.373940758366,9.76409439484714,15.5512368273709,"AZ"
"1092",2017,12.4563510690332,9.80318944030264,15.9203941317656,"AZ"
"1093",1966,0.0559270351249762,0.00344291993768875,0.176423529463329,"ND"
"1094",1967,0.0521644838633825,0.00527326183962203,0.186539999432671,"ND"
"1095",1968,0.0512160423180683,0.00670305846139442,0.194552622772743,"ND"
"1096",1969,0.0537201755383659,0.00935421708833569,0.189751519126415,"ND"
"1097",1970,0.0558724422814276,0.0133786167068879,0.190890047759133,"ND"
"1098",1971,0.061345783373408,0.0185861821953707,0.214072423379634,"ND"
"1099",1972,0.0547713213642516,0.0135367923576592,0.174283944386796,"ND"
"1100",1973,0.0559638527954542,0.0139261598342408,0.169890638361044,"ND"
"1101",1974,0.0496485614761759,0.00796348196027935,0.137926268580071,"ND"
"1102",1975,0.0507130199016991,0.00727564960292693,0.156707675160516,"ND"
"1103",1976,0.0522283570804014,0.00528432378804874,0.163077126553844,"ND"
"1104",1977,0.054063535360011,0.00736313097626285,0.193485454270924,"ND"
"1105",1978,0.0510793783682709,0.00813891986161473,0.14046970174656,"ND"
"1106",1979,0.0490534842477655,0.0111910602911012,0.11001217469789,"ND"
"1107",1980,0.0518414215023948,0.00830411811804049,0.135832076254493,"ND"
