"","grid2","grid1","dist","pairid","dcat"
"13465","42_103","38_95",810,"42_103.38_95","701-900"
"13466","42_102","38_95",741,"42_102.38_95","701-900"
"13467","42_101","38_95",675,"42_101.38_95","501-700"
"13468","42_99","38_95",559,"42_99.38_95","501-700"
"13469","42_98","38_95",512,"42_98.38_95","501-700"
"13470","42_95","38_95",444,"42_95.38_95","301-500"
"13471","42_90","38_95",614,"42_90.38_95","501-700"
"13472","42_89","38_95",675,"42_89.38_95","501-700"
"13473","41_103","38_95",760,"41_103.38_95","701-900"
"13474","41_102","38_95",684,"41_102.38_95","501-700"
"13475","41_101","38_95",611,"41_101.38_95","501-700"
"13476","41_100","38_95",541,"41_100.38_95","501-700"
"13477","41_92","38_95",420,"41_92.38_95","301-500"
"13478","41_90","38_95",541,"41_90.38_95","501-700"
"13479","41_76","38_95",1653,"41_76.38_95",">1500"
"13480","40_103","38_95",723,"40_103.38_95","701-900"
"13481","40_102","38_95",642,"40_102.38_95","501-700"
"13482","40_101","38_95",562,"40_101.38_95","501-700"
"13483","40_99","38_95",409,"40_99.38_95","301-500"
"13484","40_96","38_95",238,"40_96.38_95","100-300"
"13485","40_94","38_95",238,"40_94.38_95","100-300"
"13486","40_92","38_95",340,"40_92.38_95","301-500"
"13487","40_91","38_95",409,"40_91.38_95","301-500"
"13488","40_90","38_95",484,"40_90.38_95","301-500"
"13489","40_89","38_95",562,"40_89.38_95","501-700"
"13490","40_84","38_95",971,"40_84.38_95","901-1100"
"13491","40_83","38_95",1055,"40_83.38_95","901-1100"
"13492","40_79","38_95",1392,"40_79.38_95","1301-1500"
"13493","40_77","38_95",1561,"40_77.38_95",">1500"
"13494","40_76","38_95",1646,"40_76.38_95",">1500"
"13495","40_75","38_95",1731,"40_75.38_95",">1500"
"13496","39_103","38_95",702,"39_103.38_95","701-900"
"13497","39_102","38_95",616,"39_102.38_95","501-700"
"13498","39_101","38_95",531,"39_101.38_95","501-700"
"13499","39_100","38_95",447,"39_100.38_95","301-500"
"13500","39_99","38_95",364,"39_99.38_95","301-500"
"13501","39_98","38_95",283,"39_98.38_95","100-300"
"13502","39_97","38_95",206,"39_97.38_95","100-300"
"13503","39_96","38_95",141,"39_96.38_95","100-300"
"13504","39_94","38_95",141,"39_94.38_95","100-300"
"13505","39_93","38_95",206,"39_93.38_95","100-300"
"13506","39_92","38_95",283,"39_92.38_95","100-300"
"13507","39_91","38_95",364,"39_91.38_95","301-500"
"13508","39_90","38_95",447,"39_90.38_95","301-500"
"13509","39_89","38_95",531,"39_89.38_95","501-700"
"13510","39_88","38_95",616,"39_88.38_95","501-700"
"13511","39_83","38_95",1045,"39_83.38_95","901-1100"
"13512","39_79","38_95",1389,"39_79.38_95","1301-1500"
"13513","39_78","38_95",1475,"39_78.38_95","1301-1500"
"13514","39_77","38_95",1561,"39_77.38_95",">1500"
"13515","39_76","38_95",1647,"39_76.38_95",">1500"
"13516","39_75","38_95",1733,"39_75.38_95",">1500"
"13517","38_103","38_95",698,"38_103.38_95","501-700"
"13518","38_102","38_95",610,"38_102.38_95","501-700"
"13519","38_101","38_95",523,"38_101.38_95","501-700"
"13520","38_100","38_95",436,"38_100.38_95","301-500"
"13521","38_99","38_95",349,"38_99.38_95","301-500"
"13522","38_98","38_95",262,"38_98.38_95","100-300"
"13523","38_97","38_95",174,"38_97.38_95","100-300"
"13524","38_96","38_95",87,"38_96.38_95","<100"
"13525","38_94","38_95",87,"38_94.38_95","<100"
"13526","38_93","38_95",174,"38_93.38_95","100-300"
"13527","38_92","38_95",262,"38_92.38_95","100-300"
"13528","38_89","38_95",523,"38_89.38_95","501-700"
"13529","38_88","38_95",610,"38_88.38_95","501-700"
"13530","38_87","38_95",698,"38_87.38_95","501-700"
"13531","38_86","38_95",785,"38_86.38_95","701-900"
"13532","38_85","38_95",872,"38_85.38_95","701-900"
"13533","38_83","38_95",1046,"38_83.38_95","901-1100"
"13534","38_79","38_95",1394,"38_79.38_95","1301-1500"
"13535","38_78","38_95",1481,"38_78.38_95","1301-1500"
"13536","38_77","38_95",1568,"38_77.38_95",">1500"
"13537","38_76","38_95",1654,"38_76.38_95",">1500"
"13538","38_75","38_95",1741,"38_75.38_95",">1500"
"13539","37_102","38_95",625,"37_102.38_95","501-700"
"13540","37_101","38_95",538,"37_101.38_95","501-700"
"13541","37_100","38_95",453,"37_100.38_95","301-500"
"13542","37_99","38_95",368,"37_99.38_95","301-500"
"13543","37_98","38_95",286,"37_98.38_95","100-300"
"13544","37_93","38_95",208,"37_93.38_95","100-300"
"13545","37_89","38_95",538,"37_89.38_95","501-700"
"13546","37_88","38_95",625,"37_88.38_95","501-700"
"13547","37_87","38_95",711,"37_87.38_95","701-900"
"13548","37_85","38_95",885,"37_85.38_95","701-900"
"13549","37_79","38_95",1408,"37_79.38_95","1301-1500"
"13550","37_78","38_95",1495,"37_78.38_95","1301-1500"
"13551","37_76","38_95",1670,"37_76.38_95",">1500"
"13552","36_101","38_95",575,"36_101.38_95","501-700"
"13553","36_100","38_95",495,"36_100.38_95","301-500"
"13554","36_97","38_95",284,"36_97.38_95","100-300"
"13555","36_96","38_95",239,"36_96.38_95","100-300"
"13556","36_95","38_95",222,"36_95.38_95","100-300"
"13557","36_82","38_95",1170,"36_82.38_95","1101-1300"
"13558","35_102","38_95",706,"35_102.38_95","701-900"
"13559","35_101","38_95",629,"35_101.38_95","501-700"
"13560","35_99","38_95",487,"35_99.38_95","301-500"
"13561","35_79","38_95",1461,"35_79.38_95","1301-1500"
"13562","34_101","38_95",697,"34_101.38_95","501-700"
"13563","34_82","38_95",1245,"34_82.38_95","1101-1300"
"13564","50_110","38_94",1835,"50_110.38_94",">1500"
"13565","49_107","38_94",1602,"49_107.38_94",">1500"
"13566","48_103","38_94",1326,"48_103.38_94","1301-1500"
"13567","48_102","38_94",1284,"48_102.38_94","1101-1300"
"13568","48_101","38_94",1246,"48_101.38_94","1101-1300"
"13569","48_100","38_94",1211,"48_100.38_94","1101-1300"
"13570","47_108","38_94",1513,"47_108.38_94",">1500"
"13571","47_103","38_94",1238,"47_103.38_94","1101-1300"
"13572","47_102","38_94",1192,"47_102.38_94","1101-1300"
"13573","47_101","38_94",1150,"47_101.38_94","1101-1300"
"13574","47_100","38_94",1112,"47_100.38_94","1101-1300"
"13575","47_99","38_94",1079,"47_99.38_94","901-1100"
"13576","47_98","38_94",1051,"47_98.38_94","901-1100"
"13577","46_103","38_94",1155,"46_103.38_94","1101-1300"
"13578","46_102","38_94",1104,"46_102.38_94","1101-1300"
"13579","46_101","38_94",1058,"46_101.38_94","901-1100"
"13580","46_100","38_94",1016,"46_100.38_94","901-1100"
"13581","46_99","38_94",979,"46_99.38_94","901-1100"
"13582","45_105","38_94",1196,"45_105.38_94","1101-1300"
"13583","45_104","38_94",1135,"45_104.38_94","1101-1300"
"13584","45_103","38_94",1076,"45_103.38_94","901-1100"
"13585","45_102","38_94",1021,"45_102.38_94","901-1100"
"13586","45_101","38_94",969,"45_101.38_94","901-1100"
"13587","45_100","38_94",922,"45_100.38_94","901-1100"
"13588","45_99","38_94",881,"45_99.38_94","701-900"
"13589","45_98","38_94",845,"45_98.38_94","701-900"
"13590","44_102","38_94",943,"44_102.38_94","901-1100"
"13591","44_101","38_94",886,"44_101.38_94","701-900"
"13592","44_100","38_94",833,"44_100.38_94","701-900"
"13593","44_99","38_94",786,"44_99.38_94","701-900"
"13594","44_98","38_94",745,"44_98.38_94","701-900"
"13595","44_97","38_94",712,"44_97.38_94","701-900"
"13596","44_89","38_94",786,"44_89.38_94","701-900"
"13597","43_102","38_94",872,"43_102.38_94","701-900"
"13598","43_100","38_94",750,"43_100.38_94","701-900"
"13599","43_99","38_94",696,"43_99.38_94","501-700"
"13600","43_97","38_94",610,"43_97.38_94","501-700"
"13601","43_89","38_94",696,"43_89.38_94","501-700"
"13602","42_103","38_94",882,"42_103.38_94","701-900"
"13603","42_102","38_94",810,"42_102.38_94","701-900"
"13604","42_101","38_94",741,"42_101.38_94","701-900"
"13605","42_99","38_94",614,"42_99.38_94","501-700"
"13606","42_98","38_94",559,"42_98.38_94","501-700"
"13607","42_95","38_94",452,"42_95.38_94","301-500"
"13608","42_90","38_94",559,"42_90.38_94","501-700"
"13609","42_89","38_94",614,"42_89.38_94","501-700"
"13610","41_103","38_94",837,"41_103.38_94","701-900"
"13611","41_102","38_94",760,"41_102.38_94","701-900"
"13612","41_101","38_94",684,"41_101.38_94","501-700"
"13613","41_100","38_94",611,"41_100.38_94","501-700"
"13614","41_92","38_94",374,"41_92.38_94","301-500"
"13615","41_90","38_94",477,"41_90.38_94","301-500"
"13616","41_76","38_94",1570,"41_76.38_94",">1500"
"13617","40_103","38_94",805,"40_103.38_94","701-900"
"13618","40_102","38_94",723,"40_102.38_94","701-900"
"13619","40_101","38_94",642,"40_101.38_94","501-700"
"13620","40_99","38_94",484,"40_99.38_94","301-500"
"13621","40_96","38_94",281,"40_96.38_94","100-300"
"13622","40_94","38_94",222,"40_94.38_94","100-300"
"13623","40_92","38_94",281,"40_92.38_94","100-300"
"13624","40_91","38_94",340,"40_91.38_94","301-500"
"13625","40_90","38_94",409,"40_90.38_94","301-500"
"13626","40_89","38_94",484,"40_89.38_94","301-500"
"13627","40_84","38_94",888,"40_84.38_94","701-900"
"13628","40_83","38_94",971,"40_83.38_94","901-1100"
"13629","40_79","38_94",1307,"40_79.38_94","1301-1500"
"13630","40_77","38_94",1477,"40_77.38_94","1301-1500"
"13631","40_76","38_94",1561,"40_76.38_94",">1500"
"13632","40_75","38_94",1646,"40_75.38_94",">1500"
"13633","39_103","38_94",787,"39_103.38_94","701-900"
"13634","39_102","38_94",702,"39_102.38_94","701-900"
"13635","39_101","38_94",616,"39_101.38_94","501-700"
"13636","39_100","38_94",531,"39_100.38_94","501-700"
"13637","39_99","38_94",447,"39_99.38_94","301-500"
"13638","39_98","38_94",364,"39_98.38_94","301-500"
"13639","39_97","38_94",283,"39_97.38_94","100-300"
"13640","39_96","38_94",206,"39_96.38_94","100-300"
"13641","39_94","38_94",111,"39_94.38_94","100-300"
"13642","39_93","38_94",141,"39_93.38_94","100-300"
"13643","39_92","38_94",206,"39_92.38_94","100-300"
"13644","39_91","38_94",283,"39_91.38_94","100-300"
"13645","39_90","38_94",364,"39_90.38_94","301-500"
"13646","39_89","38_94",447,"39_89.38_94","301-500"
"13647","39_88","38_94",531,"39_88.38_94","501-700"
"13648","39_83","38_94",959,"39_83.38_94","901-1100"
"13649","39_79","38_94",1303,"39_79.38_94","1301-1500"
"13650","39_78","38_94",1389,"39_78.38_94","1301-1500"
"13651","39_77","38_94",1475,"39_77.38_94","1301-1500"
"13652","39_76","38_94",1561,"39_76.38_94",">1500"
"13653","39_75","38_94",1647,"39_75.38_94",">1500"
"13654","38_103","38_94",785,"38_103.38_94","701-900"
"13655","38_102","38_94",698,"38_102.38_94","501-700"
"13656","38_101","38_94",610,"38_101.38_94","501-700"
"13657","38_100","38_94",523,"38_100.38_94","501-700"
"13658","38_99","38_94",436,"38_99.38_94","301-500"
"13659","38_98","38_94",349,"38_98.38_94","301-500"
"13660","38_97","38_94",262,"38_97.38_94","100-300"
"13661","38_96","38_94",174,"38_96.38_94","100-300"
"13662","38_95","38_94",87,"38_95.38_94","<100"
"13663","38_93","38_94",87,"38_93.38_94","<100"
"13664","38_92","38_94",174,"38_92.38_94","100-300"
"13665","38_89","38_94",436,"38_89.38_94","301-500"
"13666","38_88","38_94",523,"38_88.38_94","501-700"
"13667","38_87","38_94",610,"38_87.38_94","501-700"
"13668","38_86","38_94",698,"38_86.38_94","501-700"
"13669","38_85","38_94",785,"38_85.38_94","701-900"
"13670","38_83","38_94",959,"38_83.38_94","901-1100"
"13671","38_79","38_94",1307,"38_79.38_94","1301-1500"
"13672","38_78","38_94",1394,"38_78.38_94","1301-1500"
"13673","38_77","38_94",1481,"38_77.38_94","1301-1500"
"13674","38_76","38_94",1568,"38_76.38_94",">1500"
"13675","38_75","38_94",1654,"38_75.38_94",">1500"
"13676","37_102","38_94",711,"37_102.38_94","701-900"
"13677","37_101","38_94",625,"37_101.38_94","501-700"
"13678","37_100","38_94",538,"37_100.38_94","501-700"
"13679","37_99","38_94",453,"37_99.38_94","301-500"
"13680","37_98","38_94",368,"37_98.38_94","301-500"
"13681","37_93","38_94",142,"37_93.38_94","100-300"
"13682","37_89","38_94",453,"37_89.38_94","301-500"
"13683","37_88","38_94",538,"37_88.38_94","501-700"
"13684","37_87","38_94",625,"37_87.38_94","501-700"
"13685","37_85","38_94",798,"37_85.38_94","701-900"
"13686","37_79","38_94",1321,"37_79.38_94","1301-1500"
"13687","37_78","38_94",1408,"37_78.38_94","1301-1500"
"13688","37_76","38_94",1582,"37_76.38_94",">1500"
"13689","36_101","38_94",657,"36_101.38_94","501-700"
"13690","36_100","38_94",575,"36_100.38_94","501-700"
"13691","36_97","38_94",346,"36_97.38_94","301-500"
"13692","36_96","38_94",284,"36_96.38_94","100-300"
"13693","36_95","38_94",239,"36_95.38_94","100-300"
"13694","36_82","38_94",1083,"36_82.38_94","901-1100"
"13695","35_102","38_94",786,"35_102.38_94","701-900"
"13696","35_101","38_94",706,"35_101.38_94","701-900"
"13697","35_99","38_94",556,"35_99.38_94","501-700"
"13698","35_79","38_94",1374,"35_79.38_94","1301-1500"
"13699","34_101","38_94",768,"34_101.38_94","701-900"
"13700","34_82","38_94",1162,"34_82.38_94","1101-1300"
"13701","50_110","38_93",1890,"50_110.38_93",">1500"
"13702","49_107","38_93",1654,"49_107.38_93",">1500"
"13703","48_103","38_93",1372,"48_103.38_93","1301-1500"
"13704","48_102","38_93",1326,"48_102.38_93","1301-1500"
"13705","48_101","38_93",1284,"48_101.38_93","1101-1300"
"13706","48_100","38_93",1246,"48_100.38_93","1101-1300"
"13707","47_108","38_93",1575,"47_108.38_93",">1500"
"13708","47_103","38_93",1288,"47_103.38_93","1101-1300"
"13709","47_102","38_93",1238,"47_102.38_93","1101-1300"
"13710","47_101","38_93",1192,"47_101.38_93","1101-1300"
"13711","47_100","38_93",1150,"47_100.38_93","1101-1300"
"13712","47_99","38_93",1112,"47_99.38_93","1101-1300"
"13713","47_98","38_93",1079,"47_98.38_93","901-1100"
"13714","46_103","38_93",1209,"46_103.38_93","1101-1300"
"13715","46_102","38_93",1155,"46_102.38_93","1101-1300"
"13716","46_101","38_93",1104,"46_101.38_93","1101-1300"
"13717","46_100","38_93",1058,"46_100.38_93","901-1100"
"13718","46_99","38_93",1016,"46_99.38_93","901-1100"
"13719","45_105","38_93",1260,"45_105.38_93","1101-1300"
"13720","45_104","38_93",1196,"45_104.38_93","1101-1300"
"13721","45_103","38_93",1135,"45_103.38_93","1101-1300"
"13722","45_102","38_93",1076,"45_102.38_93","901-1100"
"13723","45_101","38_93",1021,"45_101.38_93","901-1100"
"13724","45_100","38_93",969,"45_100.38_93","901-1100"
"13725","45_99","38_93",922,"45_99.38_93","901-1100"
"13726","45_98","38_93",881,"45_98.38_93","701-900"
"13727","44_102","38_93",1003,"44_102.38_93","901-1100"
"13728","44_101","38_93",943,"44_101.38_93","901-1100"
"13729","44_100","38_93",886,"44_100.38_93","701-900"
"13730","44_99","38_93",833,"44_99.38_93","701-900"
"13731","44_98","38_93",786,"44_98.38_93","701-900"
"13732","44_97","38_93",745,"44_97.38_93","701-900"
"13733","44_89","38_93",745,"44_89.38_93","701-900"
"13734","43_102","38_93",938,"43_102.38_93","901-1100"
"13735","43_100","38_93",809,"43_100.38_93","701-900"
"13736","43_99","38_93",750,"43_99.38_93","701-900"
"13737","43_97","38_93",649,"43_97.38_93","501-700"
"13738","43_89","38_93",649,"43_89.38_93","501-700"
"13739","42_103","38_93",956,"42_103.38_93","901-1100"
"13740","42_102","38_93",882,"42_102.38_93","701-900"
"13741","42_101","38_93",810,"42_101.38_93","701-900"
"13742","42_99","38_93",675,"42_99.38_93","501-700"
"13743","42_98","38_93",614,"42_98.38_93","501-700"
"13744","42_95","38_93",475,"42_95.38_93","301-500"
"13745","42_90","38_93",512,"42_90.38_93","501-700"
"13746","42_89","38_93",559,"42_89.38_93","501-700"
"13747","41_103","38_93",916,"41_103.38_93","901-1100"
"13748","41_102","38_93",837,"41_102.38_93","701-900"
"13749","41_101","38_93",760,"41_101.38_93","701-900"
"13750","41_100","38_93",684,"41_100.38_93","501-700"
"13751","41_92","38_93",344,"41_92.38_93","301-500"
"13752","41_90","38_93",420,"41_90.38_93","301-500"
"13753","41_76","38_93",1487,"41_76.38_93","1301-1500"
"13754","40_103","38_93",888,"40_103.38_93","701-900"
"13755","40_102","38_93",805,"40_102.38_93","701-900"
"13756","40_101","38_93",723,"40_101.38_93","701-900"
"13757","40_99","38_93",562,"40_99.38_93","501-700"
"13758","40_96","38_93",340,"40_96.38_93","301-500"
"13759","40_94","38_93",238,"40_94.38_93","100-300"
"13760","40_92","38_93",238,"40_92.38_93","100-300"
"13761","40_91","38_93",281,"40_91.38_93","100-300"
"13762","40_90","38_93",340,"40_90.38_93","301-500"
"13763","40_89","38_93",409,"40_89.38_93","301-500"
"13764","40_84","38_93",805,"40_84.38_93","701-900"
"13765","40_83","38_93",888,"40_83.38_93","701-900"
"13766","40_79","38_93",1223,"40_79.38_93","1101-1300"
"13767","40_77","38_93",1392,"40_77.38_93","1301-1500"
"13768","40_76","38_93",1477,"40_76.38_93","1301-1500"
"13769","40_75","38_93",1561,"40_75.38_93",">1500"
"13770","39_103","38_93",873,"39_103.38_93","701-900"
"13771","39_102","38_93",787,"39_102.38_93","701-900"
"13772","39_101","38_93",702,"39_101.38_93","701-900"
"13773","39_100","38_93",616,"39_100.38_93","501-700"
"13774","39_99","38_93",531,"39_99.38_93","501-700"
"13775","39_98","38_93",447,"39_98.38_93","301-500"
"13776","39_97","38_93",364,"39_97.38_93","301-500"
"13777","39_96","38_93",283,"39_96.38_93","100-300"
"13778","39_94","38_93",141,"39_94.38_93","100-300"
"13779","39_93","38_93",111,"39_93.38_93","100-300"
"13780","39_92","38_93",141,"39_92.38_93","100-300"
"13781","39_91","38_93",206,"39_91.38_93","100-300"
"13782","39_90","38_93",283,"39_90.38_93","100-300"
"13783","39_89","38_93",364,"39_89.38_93","301-500"
"13784","39_88","38_93",447,"39_88.38_93","301-500"
"13785","39_83","38_93",873,"39_83.38_93","701-900"
"13786","39_79","38_93",1217,"39_79.38_93","1101-1300"
"13787","39_78","38_93",1303,"39_78.38_93","1301-1500"
"13788","39_77","38_93",1389,"39_77.38_93","1301-1500"
"13789","39_76","38_93",1475,"39_76.38_93","1301-1500"
"13790","39_75","38_93",1561,"39_75.38_93",">1500"
"13791","38_103","38_93",872,"38_103.38_93","701-900"
"13792","38_102","38_93",785,"38_102.38_93","701-900"
"13793","38_101","38_93",698,"38_101.38_93","501-700"
"13794","38_100","38_93",610,"38_100.38_93","501-700"
"13795","38_99","38_93",523,"38_99.38_93","501-700"
"13796","38_98","38_93",436,"38_98.38_93","301-500"
"13797","38_97","38_93",349,"38_97.38_93","301-500"
"13798","38_96","38_93",262,"38_96.38_93","100-300"
"13799","38_95","38_93",174,"38_95.38_93","100-300"
"13800","38_94","38_93",87,"38_94.38_93","<100"
"13801","38_92","38_93",87,"38_92.38_93","<100"
"13802","38_89","38_93",349,"38_89.38_93","301-500"
"13803","38_88","38_93",436,"38_88.38_93","301-500"
"13804","38_87","38_93",523,"38_87.38_93","501-700"
"13805","38_86","38_93",610,"38_86.38_93","501-700"
"13806","38_85","38_93",698,"38_85.38_93","501-700"
"13807","38_83","38_93",872,"38_83.38_93","701-900"
"13808","38_79","38_93",1220,"38_79.38_93","1101-1300"
"13809","38_78","38_93",1307,"38_78.38_93","1301-1500"
"13810","38_77","38_93",1394,"38_77.38_93","1301-1500"
"13811","38_76","38_93",1481,"38_76.38_93","1301-1500"
"13812","38_75","38_93",1568,"38_75.38_93",">1500"
"13813","37_102","38_93",798,"37_102.38_93","701-900"
"13814","37_101","38_93",711,"37_101.38_93","701-900"
"13815","37_100","38_93",625,"37_100.38_93","501-700"
"13816","37_99","38_93",538,"37_99.38_93","501-700"
"13817","37_98","38_93",453,"37_98.38_93","301-500"
"13818","37_93","38_93",111,"37_93.38_93","100-300"
"13819","37_89","38_93",368,"37_89.38_93","301-500"
"13820","37_88","38_93",453,"37_88.38_93","301-500"
"13821","37_87","38_93",538,"37_87.38_93","501-700"
"13822","37_85","38_93",711,"37_85.38_93","701-900"
"13823","37_79","38_93",1233,"37_79.38_93","1101-1300"
"13824","37_78","38_93",1321,"37_78.38_93","1301-1500"
"13825","37_76","38_93",1495,"37_76.38_93","1301-1500"
"13826","36_101","38_93",741,"36_101.38_93","701-900"
"13827","36_100","38_93",657,"36_100.38_93","501-700"
"13828","36_97","38_93",418,"36_97.38_93","301-500"
"13829","36_96","38_93",346,"36_96.38_93","301-500"
"13830","36_95","38_93",284,"36_95.38_93","100-300"
"13831","36_82","38_93",997,"36_82.38_93","901-1100"
"13832","35_102","38_93",867,"35_102.38_93","701-900"
"13833","35_101","38_93",786,"35_101.38_93","701-900"
"13834","35_99","38_93",629,"35_99.38_93","501-700"
"13835","35_79","38_93",1288,"35_79.38_93","1101-1300"
"13836","34_101","38_93",843,"34_101.38_93","701-900"
"13837","34_82","38_93",1080,"34_82.38_93","901-1100"
"13838","50_110","38_92",1947,"50_110.38_92",">1500"
"13839","49_107","38_92",1709,"49_107.38_92",">1500"
"13840","48_103","38_92",1420,"48_103.38_92","1301-1500"
"13841","48_102","38_92",1372,"48_102.38_92","1301-1500"
"13842","48_101","38_92",1326,"48_101.38_92","1301-1500"
"13843","48_100","38_92",1284,"48_100.38_92","1101-1300"
"13844","47_108","38_92",1638,"47_108.38_92",">1500"
"13845","47_103","38_92",1341,"47_103.38_92","1301-1500"
"13846","47_102","38_92",1288,"47_102.38_92","1101-1300"
"13847","47_101","38_92",1238,"47_101.38_92","1101-1300"
"13848","47_100","38_92",1192,"47_100.38_92","1101-1300"
"13849","47_99","38_92",1150,"47_99.38_92","1101-1300"
"13850","47_98","38_92",1112,"47_98.38_92","1101-1300"
"13851","46_103","38_92",1265,"46_103.38_92","1101-1300"
"13852","46_102","38_92",1209,"46_102.38_92","1101-1300"
"13853","46_101","38_92",1155,"46_101.38_92","1101-1300"
"13854","46_100","38_92",1104,"46_100.38_92","1101-1300"
"13855","46_99","38_92",1058,"46_99.38_92","901-1100"
"13856","45_105","38_92",1326,"45_105.38_92","1301-1500"
"13857","45_104","38_92",1260,"45_104.38_92","1101-1300"
"13858","45_103","38_92",1196,"45_103.38_92","1101-1300"
"13859","45_102","38_92",1135,"45_102.38_92","1101-1300"
"13860","45_101","38_92",1076,"45_101.38_92","901-1100"
"13861","45_100","38_92",1021,"45_100.38_92","901-1100"
"13862","45_99","38_92",969,"45_99.38_92","901-1100"
"13863","45_98","38_92",922,"45_98.38_92","901-1100"
"13864","44_102","38_92",1067,"44_102.38_92","901-1100"
"13865","44_101","38_92",1003,"44_101.38_92","901-1100"
"13866","44_100","38_92",943,"44_100.38_92","901-1100"
"13867","44_99","38_92",886,"44_99.38_92","701-900"
"13868","44_98","38_92",833,"44_98.38_92","701-900"
"13869","44_97","38_92",786,"44_97.38_92","701-900"
"13870","44_89","38_92",712,"44_89.38_92","701-900"
"13871","43_102","38_92",1007,"43_102.38_92","901-1100"
"13872","43_100","38_92",872,"43_100.38_92","701-900"
"13873","43_99","38_92",809,"43_99.38_92","701-900"
"13874","43_97","38_92",696,"43_97.38_92","501-700"
"13875","43_89","38_92",610,"43_89.38_92","501-700"
"13876","42_103","38_92",1032,"42_103.38_92","901-1100"
"13877","42_102","38_92",956,"42_102.38_92","901-1100"
"13878","42_101","38_92",882,"42_101.38_92","701-900"
"13879","42_99","38_92",741,"42_99.38_92","701-900"
"13880","42_98","38_92",675,"42_98.38_92","501-700"
"13881","42_95","38_92",512,"42_95.38_92","501-700"
"13882","42_90","38_92",475,"42_90.38_92","301-500"
"13883","42_89","38_92",512,"42_89.38_92","501-700"
"13884","41_103","38_92",996,"41_103.38_92","901-1100"
"13885","41_102","38_92",916,"41_102.38_92","901-1100"
"13886","41_101","38_92",837,"41_101.38_92","701-900"
"13887","41_100","38_92",760,"41_100.38_92","701-900"
"13888","41_92","38_92",333,"41_92.38_92","301-500"
"13889","41_90","38_92",374,"41_90.38_92","301-500"
"13890","41_76","38_92",1404,"41_76.38_92","1301-1500"
"13891","40_103","38_92",971,"40_103.38_92","901-1100"
"13892","40_102","38_92",888,"40_102.38_92","701-900"
"13893","40_101","38_92",805,"40_101.38_92","701-900"
"13894","40_99","38_92",642,"40_99.38_92","501-700"
"13895","40_96","38_92",409,"40_96.38_92","301-500"
"13896","40_94","38_92",281,"40_94.38_92","100-300"
"13897","40_92","38_92",222,"40_92.38_92","100-300"
"13898","40_91","38_92",238,"40_91.38_92","100-300"
"13899","40_90","38_92",281,"40_90.38_92","100-300"
"13900","40_89","38_92",340,"40_89.38_92","301-500"
"13901","40_84","38_92",723,"40_84.38_92","701-900"
"13902","40_83","38_92",805,"40_83.38_92","701-900"
"13903","40_79","38_92",1139,"40_79.38_92","1101-1300"
"13904","40_77","38_92",1307,"40_77.38_92","1301-1500"
"13905","40_76","38_92",1392,"40_76.38_92","1301-1500"
"13906","40_75","38_92",1477,"40_75.38_92","1301-1500"
"13907","39_103","38_92",959,"39_103.38_92","901-1100"
"13908","39_102","38_92",873,"39_102.38_92","701-900"
"13909","39_101","38_92",787,"39_101.38_92","701-900"
"13910","39_100","38_92",702,"39_100.38_92","701-900"
"13911","39_99","38_92",616,"39_99.38_92","501-700"
"13912","39_98","38_92",531,"39_98.38_92","501-700"
"13913","39_97","38_92",447,"39_97.38_92","301-500"
"13914","39_96","38_92",364,"39_96.38_92","301-500"
"13915","39_94","38_92",206,"39_94.38_92","100-300"
"13916","39_93","38_92",141,"39_93.38_92","100-300"
"13917","39_92","38_92",111,"39_92.38_92","100-300"
"13918","39_91","38_92",141,"39_91.38_92","100-300"
"13919","39_90","38_92",206,"39_90.38_92","100-300"
"13920","39_89","38_92",283,"39_89.38_92","100-300"
"13921","39_88","38_92",364,"39_88.38_92","301-500"
"13922","39_83","38_92",787,"39_83.38_92","701-900"
"13923","39_79","38_92",1131,"39_79.38_92","1101-1300"
"13924","39_78","38_92",1217,"39_78.38_92","1101-1300"
"13925","39_77","38_92",1303,"39_77.38_92","1301-1500"
"13926","39_76","38_92",1389,"39_76.38_92","1301-1500"
"13927","39_75","38_92",1475,"39_75.38_92","1301-1500"
"13928","38_103","38_92",959,"38_103.38_92","901-1100"
"13929","38_102","38_92",872,"38_102.38_92","701-900"
"13930","38_101","38_92",785,"38_101.38_92","701-900"
"13931","38_100","38_92",698,"38_100.38_92","501-700"
"13932","38_99","38_92",610,"38_99.38_92","501-700"
"13933","38_98","38_92",523,"38_98.38_92","501-700"
"13934","38_97","38_92",436,"38_97.38_92","301-500"
"13935","38_96","38_92",349,"38_96.38_92","301-500"
"13936","38_95","38_92",262,"38_95.38_92","100-300"
"13937","38_94","38_92",174,"38_94.38_92","100-300"
"13938","38_93","38_92",87,"38_93.38_92","<100"
"13939","38_89","38_92",262,"38_89.38_92","100-300"
"13940","38_88","38_92",349,"38_88.38_92","301-500"
"13941","38_87","38_92",436,"38_87.38_92","301-500"
"13942","38_86","38_92",523,"38_86.38_92","501-700"
"13943","38_85","38_92",610,"38_85.38_92","501-700"
"13944","38_83","38_92",785,"38_83.38_92","701-900"
"13945","38_79","38_92",1133,"38_79.38_92","1101-1300"
"13946","38_78","38_92",1220,"38_78.38_92","1101-1300"
"13947","38_77","38_92",1307,"38_77.38_92","1301-1500"
"13948","38_76","38_92",1394,"38_76.38_92","1301-1500"
"13949","38_75","38_92",1481,"38_75.38_92","1301-1500"
