"","pairid","state1","state2","dist","dcat","reg"
"1624","MP-PR","PR","MP",14905,">1500","west"
"1625","AZ-OR","OR","AZ",1316,"1301-1500","west"
"1626","AR-OR","OR","AR",2605,">1500","west"
"1627","CA-OR","OR","CA",746,"701-900","west"
"1628","CT-OR","OR","CT",3867,">1500","both"
"1629","FL-OR","OR","FL",3772,">1500","both"
"1630","GA-OR","OR","GA",3445,">1500","both"
"1631","ID-OR","OR","ID",474,"301-500","west"
"1632","IL-OR","OR","IL",2617,">1500","both"
"1633","IA-OR","OR","IA",2206,">1500","west"
"1634","KS-OR","OR","KS",1949,">1500","west"
"1635","LA-OR","OR","LA",2882,">1500","west"
"1636","MD-OR","OR","MD",3654,">1500","both"
"1637","MN-OR","OR","MN",2072,">1500","west"
"1638","MS-OR","OR","MS",2949,">1500","both"
"1639","MO-OR","OR","MO",2424,">1500","west"
"1640","NE-OR","OR","NE",1715,">1500","west"
"1641","NV-OR","OR","NV",603,"501-700","west"
"1642","NJ-OR","OR","NJ",3772,">1500","both"
"1643","NY-OR","OR","NY",3603,">1500","both"
"1644","ND-OR","OR","ND",1607,">1500","west"
"1645","OH-OR","OR","OH",3122,">1500","both"
"1646","PA-OR","OR","PA",3497,">1500","both"
"1647","SC-OR","OR","SC",3576,">1500","both"
"1648","SD-OR","OR","SD",1622,">1500","west"
"1649","TX-OR","OR","TX",2314,">1500","west"
"1650","UT-OR","OR","UT",899,"701-900","west"
"1651","VA-OR","OR","VA",3553,">1500","both"
"1652","WY-OR","OR","WY",1056,"901-1100","west"
"1653","PR-OR","OR","PR",5766,">1500","west"
"1655","WV-OR","OR","WV",3363,">1500","both"
"1656","AL-OR","OR","AL",3169,">1500","both"
"1657","AK-OR","OR","AK",3039,">1500","west"
"1658","CO-OR","OR","CO",1366,"1301-1500","west"
"1659","DE-OR","OR","DE",3757,">1500","both"
"1660","DC-OR","OR","DC",3639,">1500","west"
"1661","HI-OR","OR","HI",4219,">1500","west"
"1662","IN-OR","OR","IN",2857,">1500","both"
"1663","KY-OR","OR","KY",3038,">1500","both"
"1664","ME-OR","OR","ME",4005,">1500","both"
"1665","MA-OR","OR","MA",3913,">1500","both"
"1666","MI-OR","OR","MI",2873,">1500","both"
"1667","MT-OR","OR","MT",919,"901-1100","west"
"1668","NH-OR","OR","NH",3881,">1500","both"
"1669","NM-OR","OR","NM",1631,">1500","west"
"1670","NC-OR","OR","NC",3611,">1500","both"
"1671","OK-OR","OR","OK",2172,">1500","west"
"1672","VI-OR","OR","VI",5937,">1500","west"
"1673","RI-OR","OR","RI",3953,">1500","both"
"1674","TN-OR","OR","TN",3036,">1500","both"
"1675","VT-OR","OR","VT",3785,">1500","both"
"1676","WA-OR","OR","WA",382,"301-500","west"
"1677","WI-OR","OR","WI",2425,">1500","both"
"1678","AS-OR","OR","AS",8211,">1500","west"
"1679","GU-OR","OR","GU",9353,">1500","west"
"1680","MP-OR","OR","MP",9144,">1500","west"
"1681","AZ-WV","WV","AZ",2811,">1500","both"
"1682","AR-WV","WV","AR",1133,"1101-1300","both"
"1683","CA-WV","WV","CA",3405,">1500","both"
"1684","CT-WV","WV","CT",749,"701-900","east"
"1685","FL-WV","WV","FL",1122,"1101-1300","east"
"1686","GA-WV","WV","GA",713,"701-900","east"
"1687","ID-WV","WV","ID",2891,">1500","both"
"1688","IL-WV","WV","IL",756,"701-900","east"
"1689","IA-WV","WV","IA",1158,"1101-1300","both"
"1690","KS-WV","WV","KS",1546,">1500","both"
"1691","LA-WV","WV","LA",1336,"1301-1500","both"
"1692","MD-WV","WV","MD",337,"301-500","east"
"1693","MN-WV","WV","MN",1409,"1301-1500","both"
"1694","MS-WV","WV","MS",1047,"901-1100","east"
"1695","MO-WV","WV","MO",1035,"901-1100","both"
"1696","NE-WV","WV","NE",1665,">1500","both"
"1697","NV-WV","WV","NV",3102,">1500","both"
"1698","NJ-WV","WV","NJ",540,"501-700","east"
"1699","NY-WV","WV","NY",643,"501-700","east"
"1700","ND-WV","WV","ND",1882,">1500","both"
"1701","OH-WV","WV","OH",262,"100-300","east"
"1702","PA-WV","WV","PA",346,"301-500","east"
"1703","SC-WV","WV","SC",526,"501-700","east"
"1704","SD-WV","WV","SD",1753,">1500","both"
"1705","TX-WV","WV","TX",1880,">1500","both"
"1706","UT-WV","WV","UT",2679,">1500","both"
"1707","VA-WV","WV","VA",197,"100-300","east"
"1708","WY-WV","WV","WY",2313,">1500","both"
"1709","PR-WV","WV","PR",2646,">1500","both"
"1710","OR-WV","WV","OR",3363,">1500","both"
"1712","AL-WV","WV","AL",859,"701-900","east"
"1713","AK-WV","WV","AK",5367,">1500","both"
"1714","CO-WV","WV","CO",2159,">1500","both"
"1715","DE-WV","WV","DE",446,"301-500","east"
"1716","DC-WV","WV","DC",314,"301-500","both"
"1717","HI-WV","WV","HI",7389,">1500","both"
"1718","IN-WV","WV","IN",508,"501-700","east"
"1719","KY-WV","WV","KY",428,"301-500","east"
"1720","ME-WV","WV","ME",1201,"1101-1300","east"
"1721","MA-WV","WV","MA",847,"701-900","east"
"1722","MI-WV","WV","MI",634,"501-700","east"
"1723","MT-WV","WV","MT",2532,">1500","both"
"1724","NH-WV","WV","NH",942,"901-1100","east"
"1725","NM-WV","WV","NM",2323,">1500","both"
"1726","NC-WV","WV","NC",362,"301-500","east"
"1727","OK-WV","WV","OK",1537,">1500","both"
"1728","VI-WV","WV","VI",2782,">1500","both"
"1729","RI-WV","WV","RI",840,"701-900","east"
"1730","TN-WV","WV","TN",596,"501-700","east"
"1731","VT-WV","WV","VT",897,"701-900","east"
"1732","WA-WV","WV","WA",3347,">1500","both"
"1733","WI-WV","WV","WI",1026,"901-1100","east"
"1734","AS-WV","WV","AS",10999,">1500","both"
"1735","GU-WV","WV","GU",12565,">1500","both"
"1736","MP-WV","WV","MP",12347,">1500","both"
"1737","AZ-AL","AL","AZ",2307,">1500","both"
"1738","AR-AL","AL","AR",570,"501-700","both"
"1739","CA-AL","AL","CA",3017,">1500","both"
"1740","CT-AL","AL","CT",1586,">1500","east"
"1741","FL-AL","AL","FL",618,"501-700","east"
"1742","GA-AL","AL","GA",317,"301-500","east"
"1743","ID-AL","AL","ID",2726,">1500","both"
"1744","IL-AL","AL","IL",835,"701-900","east"
"1745","IA-AL","AL","IA",1187,"1101-1300","both"
"1746","KS-AL","AL","KS",1221,"1101-1300","both"
"1747","LA-AL","AL","LA",524,"501-700","both"
"1748","MD-AL","AL","MD",1141,"1101-1300","east"
"1749","MN-AL","AL","MN",1632,">1500","both"
"1750","MS-AL","AL","MS",266,"100-300","east"
"1751","MO-AL","AL","MO",803,"701-900","both"
"1752","NE-AL","AL","NE",1504,">1500","both"
"1753","NV-AL","AL","NV",2770,">1500","both"
"1754","NJ-AL","AL","NJ",1362,"1301-1500","east"
"1755","NY-AL","AL","NY",1501,">1500","east"
"1756","ND-AL","AL","ND",1994,">1500","both"
"1757","OH-AL","AL","OH",907,"901-1100","east"
"1758","PA-AL","AL","PA",1204,"1101-1300","east"
"1759","SC-AL","AL","SC",566,"501-700","east"
"1760","SD-AL","AL","SD",1737,">1500","both"
"1761","TX-AL","AL","TX",1190,"1101-1300","both"
"1762","UT-AL","AL","UT",2345,">1500","both"
"1763","VA-AL","AL","VA",893,"701-900","east"
"1764","WY-AL","AL","WY",2137,">1500","both"
"1765","PR-AL","AL","PR",2597,">1500","both"
"1766","OR-AL","AL","OR",3169,">1500","both"
"1767","WV-AL","AL","WV",859,"701-900","east"
"1769","AK-AL","AL","AK",5619,">1500","both"
"1770","CO-AL","AL","CO",1821,">1500","both"
"1771","DE-AL","AL","DE",1231,"1101-1300","east"
"1772","DC-AL","AL","DC",1115,"1101-1300","both"
"1773","HI-AL","AL","HI",6905,">1500","both"
"1774","IN-AL","AL","IN",791,"701-900","east"
"1775","KY-AL","AL","KY",544,"501-700","east"
"1776","ME-AL","AL","ME",2058,">1500","east"
"1777","MA-AL","AL","MA",1689,">1500","east"
"1778","MI-AL","AL","MI",1202,"1101-1300","east"
"1779","MT-AL","AL","MT",2495,">1500","both"
"1780","NH-AL","AL","NH",1796,">1500","east"
"1781","NM-AL","AL","NM",1796,">1500","both"
"1782","NC-AL","AL","NC",752,"701-900","east"
"1783","OK-AL","AL","OK",1032,"901-1100","both"
"1784","VI-AL","AL","VI",2768,">1500","both"
"1785","RI-AL","AL","RI",1671,">1500","east"
"1786","TN-AL","AL","TN",342,"301-500","east"
"1787","VT-AL","AL","VT",1755,">1500","east"
"1788","WA-AL","AL","WA",3256,">1500","both"
"1789","WI-AL","AL","WI",1343,"1301-1500","east"
"1790","AS-AL","AL","AS",10304,">1500","both"
"1791","GU-AL","AL","GU",12521,">1500","both"
"1792","MP-AL","AL","MP",12310,">1500","both"
"1793","AZ-AK","AK","AZ",4345,">1500","west"
"1794","AR-AK","AK","AR",5152,">1500","west"
"1795","CA-AK","AK","CA",3734,">1500","west"
"1796","CT-AK","AK","CT",5467,">1500","both"
"1797","FL-AK","AK","FL",6224,">1500","both"
"1798","GA-AK","AK","GA",5795,">1500","both"
"1799","ID-AK","AK","ID",3244,">1500","west"
"1800","IL-AK","AK","IL",4824,">1500","both"
"1801","IA-AK","AK","IA",4435,">1500","west"
"1802","KS-AK","AK","KS",4534,">1500","west"
"1803","LA-AK","AK","LA",5541,">1500","west"
"1804","MD-AK","AK","MD",5515,">1500","both"
"1805","MN-AK","AK","MN",4019,">1500","west"
"1806","MS-AK","AK","MS",5488,">1500","both"
"1807","MO-AK","AK","MO",4824,">1500","west"
"1808","NE-AK","AK","NE",4184,">1500","west"
"1809","NV-AK","AK","NV",3642,">1500","west"
"1810","NJ-AK","AK","NJ",5509,">1500","both"
"1811","NY-AK","AK","NY",5216,">1500","both"
"1812","ND-AK","AK","ND",3626,">1500","west"
"1813","OH-AK","AK","OH",5111,">1500","both"
"1814","PA-AK","AK","PA",5296,">1500","both"
"1815","SC-AK","AK","SC",5798,">1500","both"
"1816","SD-AK","AK","SD",3901,">1500","west"
"1817","TX-AK","AK","TX",5158,">1500","west"
"1818","UT-AK","AK","UT",3853,">1500","west"
"1819","VA-AK","AK","VA",5556,">1500","both"
"1820","WY-AK","AK","WY",3690,">1500","west"
"1821","PR-AK","AK","PR",8012,">1500","west"
"1822","OR-AK","AK","OR",3039,">1500","west"
"1823","WV-AK","AK","WV",5367,">1500","both"
"1824","AL-AK","AK","AL",5619,">1500","both"
"1826","CO-AK","AK","CO",4155,">1500","west"
"1827","DE-AK","AK","DE",5579,">1500","both"
"1828","DC-AK","AK","DC",5515,">1500","west"
"1829","HI-AK","AK","HI",4992,">1500","west"
"1830","IN-AK","AK","IN",4979,">1500","both"
"1831","KY-AK","AK","KY",5247,">1500","both"
"1832","ME-AK","AK","ME",5288,">1500","both"
"1833","MA-AK","AK","MA",5450,">1500","both"
"1834","MI-AK","AK","MI",4734,">1500","both"
"1835","MT-AK","AK","MT",3229,">1500","west"
"1836","NH-AK","AK","NH",5332,">1500","both"
"1837","NM-AK","AK","NM",4570,">1500","west"
"1838","NC-AK","AK","NC",5717,">1500","both"
"1839","OK-AK","AK","OK",4848,">1500","west"
"1840","VI-AK","AK","VI",8142,">1500","west"
"1841","RI-AK","AK","RI",5514,">1500","both"
"1842","TN-AK","AK","TN",5354,">1500","both"
"1843","VT-AK","AK","VT",5246,">1500","both"
"1844","WA-AK","AK","WA",2720,">1500","west"
"1845","WI-AK","AK","WI",4373,">1500","both"
"1846","AS-AK","AK","AS",8870,">1500","west"
"1847","GU-AK","AK","GU",7366,">1500","west"
"1848","MP-AK","AK","MP",7146,">1500","west"
"1849","AZ-CO","CO","AZ",756,"701-900","west"
"1850","AR-CO","CO","AR",1252,"1101-1300","west"
"1851","CA-CO","CO","CA",1247,"1101-1300","west"
"1852","CT-CO","CO","CT",2788,">1500","both"
"1853","FL-CO","CO","FL",2413,">1500","both"
"1854","GA-CO","CO","GA",2111,">1500","both"
"1855","ID-CO","CO","ID",965,"901-1100","west"
"1856","IL-CO","CO","IL",1409,"1301-1500","both"
"1857","IA-CO","CO","IA",1075,"901-1100","west"
"1858","KS-CO","CO","KS",626,"501-700","west"
"1859","LA-CO","CO","LA",1517,">1500","west"
"1860","MD-CO","CO","MD",2482,">1500","both"
"1861","MN-CO","CO","MN",1227,"1101-1300","west"
"1862","MS-CO","CO","MS",1590,">1500","both"
"1863","MO-CO","CO","MO",1138,"1101-1300","west"
"1864","NE-CO","CO","NE",563,"501-700","west"
"1865","NV-CO","CO","NV",960,"901-1100","west"
"1866","NJ-CO","CO","NJ",2643,">1500","both"
"1867","NY-CO","CO","NY",2552,">1500","both"
"1868","ND-CO","CO","ND",1025,"901-1100","west"
"1869","OH-CO","CO","OH",1953,">1500","both"
"1870","PA-CO","CO","PA",2371,">1500","both"
"1871","SC-CO","CO","SC",2273,">1500","both"
"1872","SD-CO","CO","SD",748,"701-900","west"
"1873","TX-CO","CO","TX",1006,"901-1100","west"
"1874","UT-CO","CO","UT",531,"501-700","west"
"1875","VA-CO","CO","VA",2331,">1500","both"
"1876","WY-CO","CO","WY",475,"301-500","west"
"1877","PR-CO","CO","PR",4412,">1500","west"
"1878","OR-CO","CO","OR",1366,"1301-1500","west"
"1879","WV-CO","CO","WV",2159,">1500","both"
"1880","AL-CO","CO","AL",1821,">1500","both"
"1881","AK-CO","CO","AK",4155,">1500","west"
"1883","DE-CO","CO","DE",2591,">1500","both"
"1884","DC-CO","CO","DC",2463,">1500","west"
"1885","HI-CO","CO","HI",5232,">1500","west"
"1886","IN-CO","CO","IN",1659,">1500","both"
"1887","KY-CO","CO","KY",1777,">1500","both"
"1888","ME-CO","CO","ME",3055,">1500","both"
"1889","MA-CO","CO","MA",2857,">1500","both"
"1890","MI-CO","CO","MI",1818,">1500","both"
"1891","MT-CO","CO","MT",953,"901-1100","west"
"1892","NH-CO","CO","NH",2870,">1500","both"
"1893","NM-CO","CO","NM",510,"501-700","west"
"1894","NC-CO","CO","NC",2346,">1500","both"
"1895","OK-CO","CO","OK",807,"701-900","west"
"1896","VI-CO","CO","VI",4586,">1500","west"
"1897","RI-CO","CO","RI",2882,">1500","both"
"1898","TN-CO","CO","TN",1732,">1500","both"
"1899","VT-CO","CO","VT",2782,">1500","both"
"1900","WA-CO","CO","WA",1522,">1500","west"
"1901","WI-CO","CO","WI",1431,"1301-1500","both"
"1902","AS-CO","CO","AS",8968,">1500","west"
"1903","GU-CO","CO","GU",10713,">1500","west"
"1904","MP-CO","CO","MP",10504,">1500","west"
"1905","AZ-DE","DE","AZ",3254,">1500","both"
"1906","AR-DE","DE","AR",1573,">1500","both"
"1907","CA-DE","DE","CA",3835,">1500","both"
"1908","CT-DE","DE","CT",375,"301-500","east"
"1909","FL-DE","DE","FL",1317,"1301-1500","east"
"1910","GA-DE","DE","GA",1005,"901-1100","east"
"1911","ID-DE","DE","ID",3282,">1500","both"
"1912","IL-DE","DE","IL",1183,"1101-1300","east"
"1913","IA-DE","DE","IA",1560,">1500","both"
"1914","KS-DE","DE","KS",1985,">1500","both"
"1915","LA-DE","DE","LA",1739,">1500","both"
"1916","MD-DE","DE","MD",110,"100-300","east"
"1917","MN-DE","DE","MN",1738,">1500","both"
"1918","MS-DE","DE","MS",1452,"1301-1500","east"
"1919","MO-DE","DE","MO",1477,"1301-1500","both"
"1920","NE-DE","DE","NE",2080,">1500","both"
"1921","NV-DE","DE","NV",3525,">1500","both"
"1922","NJ-DE","DE","NJ",151,"100-300","east"
"1923","NY-DE","DE","NY",439,"301-500","east"
"1924","ND-DE","DE","ND",2223,">1500","both"
"1925","OH-DE","DE","OH",642,"501-700","east"
"1926","PA-DE","DE","PA",287,"100-300","east"
"1927","SC-DE","DE","SC",743,"701-900","east"
"1928","SD-DE","DE","SD",2136,">1500","both"
"1929","TX-DE","DE","TX",2317,">1500","both"
"1930","UT-DE","DE","UT",3106,">1500","both"
"1931","VA-DE","DE","VA",338,"301-500","east"
"1932","WY-DE","DE","WY",2716,">1500","both"
"1933","PR-DE","DE","PR",2462,">1500","both"
"1934","OR-DE","DE","OR",3757,">1500","both"
"1935","WV-DE","DE","WV",446,"301-500","east"
"1936","AL-DE","DE","AL",1231,"1101-1300","east"
"1937","AK-DE","DE","AK",5579,">1500","both"
"1938","CO-DE","DE","CO",2591,">1500","both"
"1940","DC-DE","DE","DC",132,"100-300","both"
"1941","HI-DE","DE","HI",7823,">1500","both"
"1942","IN-DE","DE","IN",932,"901-1100","east"
"1943","KY-DE","DE","KY",871,"701-900","east"
"1944","ME-DE","DE","ME",877,"701-900","east"
"1945","MA-DE","DE","MA",479,"301-500","east"
"1946","MI-DE","DE","MI",912,"901-1100","east"
"1947","MT-DE","DE","MT",2897,">1500","both"
"1948","NH-DE","DE","NH",616,"501-700","east"
"1949","NM-DE","DE","NM",2768,">1500","both"
"1950","NC-DE","DE","NC",514,"501-700","east"
"1951","OK-DE","DE","OK",1983,">1500","both"
"1952","VI-DE","DE","VI",2576,">1500","both"
"1953","RI-DE","DE","RI",448,"301-500","east"
"1954","TN-DE","DE","TN",1021,"901-1100","east"
"1955","VT-DE","DE","VT",612,"501-700","east"
"1956","WA-DE","DE","WA",3714,">1500","both"
"1957","WI-DE","DE","WI",1356,"1301-1500","east"
"1958","AS-DE","DE","AS",11444,">1500","both"
"1959","GU-DE","DE","GU",12859,">1500","both"
"1960","MP-DE","DE","MP",12640,">1500","both"
"1961","AZ-DC","DC","AZ",3123,">1500","west"
"1962","AR-DC","DC","AR",1442,"1301-1500","west"
"1963","CA-DC","DC","CA",3708,">1500","west"
"1964","CT-DC","DC","CT",473,"301-500","both"
"1965","FL-DC","DC","FL",1246,"1101-1300","both"
"1966","GA-DC","DC","GA",905,"901-1100","both"
"1967","ID-DC","DC","ID",3166,">1500","west"
"1968","IL-DC","DC","IL",1055,"901-1100","both"
"1969","IA-DC","DC","IA",1439,"1301-1500","west"
"1970","KS-DC","DC","KS",1855,">1500","west"
"1971","LA-DC","DC","LA",1617,">1500","west"
"1972","MD-DC","DC","MD",26,"<100","both"
"1973","MN-DC","DC","MN",1635,">1500","west"
"1974","MS-DC","DC","MS",1329,"1301-1500","both"
"1975","MO-DC","DC","MO",1346,"1301-1500","west"
"1976","NE-DC","DC","NE",1956,">1500","west"
"1977","NV-DC","DC","NV",3400,">1500","west"
"1978","NJ-DC","DC","NJ",247,"100-300","both"
"1979","NY-DC","DC","NY",466,"301-500","both"
"1980","ND-DC","DC","ND",2119,">1500","west"
"1981","OH-DC","DC","OH",519,"501-700","both"
"1982","PA-DC","DC","PA",229,"100-300","both"
"1983","SC-DC","DC","SC",654,"501-700","both"
"1984","SD-DC","DC","SD",2020,">1500","west"
"1985","TX-DC","DC","TX",2187,">1500","west"
"1986","UT-DC","DC","UT",2980,">1500","west"
"1987","VA-DC","DC","VA",225,"100-300","both"
"1988","WY-DC","DC","WY",2596,">1500","west"
"1989","PR-DC","DC","PR",2509,">1500","west"
"1990","OR-DC","DC","OR",3639,">1500","west"
"1991","WV-DC","DC","WV",314,"301-500","both"
"1992","AL-DC","DC","AL",1115,"1101-1300","both"
"1993","AK-DC","DC","AK",5515,">1500","west"
"1994","CO-DC","DC","CO",2463,">1500","west"
"1995","DE-DC","DC","DE",132,"100-300","both"
"1997","HI-DC","DC","HI",7695,">1500","west"
"1998","IN-DC","DC","IN",805,"701-900","both"
"1999","KY-DC","DC","KY",740,"701-900","both"
"2000","ME-DC","DC","ME",963,"901-1100","both"
"2001","MA-DC","DC","MA",577,"501-700","both"
"2002","MI-DC","DC","MI",815,"701-900","both"
"2003","MT-DC","DC","MT",2787,">1500","west"
"2004","NH-DC","DC","NH",699,"501-700","both"
"2005","NM-DC","DC","NM",2636,">1500","west"
"2006","NC-DC","DC","NC",428,"301-500","both"
"2007","OK-DC","DC","OK",1851,">1500","west"
"2008","VI-DC","DC","VI",2630,">1500","west"
"2009","RI-DC","DC","RI",556,"501-700","both"
"2010","TN-DC","DC","TN",893,"701-900","both"
"2011","VT-DC","DC","VT",679,"501-700","both"
"2012","WA-DC","DC","WA",3605,">1500","west"
"2013","WI-DC","DC","WI",1252,"1101-1300","both"
"2014","AS-DC","DC","AS",11312,">1500","west"
"2015","GU-DC","DC","GU",12774,">1500","west"
"2016","MP-DC","DC","MP",12555,">1500","west"
"2017","AZ-HI","HI","AZ",4608,">1500","west"
"2018","AR-HI","HI","AR",6369,">1500","west"
"2019","CA-HI","HI","CA",3991,">1500","west"
"2020","CT-HI","HI","CT",8004,">1500","both"
"2021","FL-HI","HI","FL",7381,">1500","both"
"2022","GA-HI","HI","GA",7221,">1500","both"
"2023","ID-HI","HI","ID",4666,">1500","west"
"2024","IL-HI","HI","IL",6640,">1500","both"
"2025","IA-HI","HI","IA",6283,">1500","west"
"2026","KS-HI","HI","KS",5844,">1500","west"
"2027","LA-HI","HI","LA",6439,">1500","west"
"2028","MD-HI","HI","MD",7714,">1500","both"
"2029","MN-HI","HI","MN",6258,">1500","west"
"2030","MS-HI","HI","MS",6641,">1500","both"
"2031","MO-HI","HI","MO",6359,">1500","west"
"2032","NE-HI","HI","NE",5755,">1500","west"
"2033","NV-HI","HI","NV",4311,">1500","west"
"2034","NJ-HI","HI","NJ",7872,">1500","both"
"2035","NY-HI","HI","NY",7754,">1500","both"
"2036","ND-HI","HI","ND",5816,">1500","west"
"2037","OH-HI","HI","OH",7184,">1500","both"
"2038","PA-HI","HI","PA",7597,">1500","both"
"2039","SC-HI","HI","SC",7436,">1500","both"
"2040","SD-HI","HI","SD",5770,">1500","west"
"2041","TX-HI","HI","TX",5735,">1500","west"
"2042","UT-HI","HI","UT",4721,">1500","west"
"2043","VA-HI","HI","VA",7557,">1500","both"
"2044","WY-HI","HI","WY",5160,">1500","west"
"2045","PR-HI","HI","PR",9256,">1500","west"
"2046","OR-HI","HI","OR",4219,">1500","west"
"2047","WV-HI","HI","WV",7389,">1500","both"
"2048","AL-HI","HI","AL",6905,">1500","both"
"2049","AK-HI","HI","AK",4992,">1500","west"
"2050","CO-HI","HI","CO",5232,">1500","west"
"2051","DE-HI","HI","DE",7823,">1500","both"
"2052","DC-HI","HI","DC",7695,">1500","west"
"2054","IN-HI","HI","IN",6891,">1500","both"
"2055","KY-HI","HI","KY",6994,">1500","both"
"2056","ME-HI","HI","ME",8202,">1500","both"
"2057","MA-HI","HI","MA",8064,">1500","both"
"2058","MI-HI","HI","MI",7011,">1500","both"
"2059","MT-HI","HI","MT",5137,">1500","west"
"2060","NH-HI","HI","NH",8054,">1500","both"
"2061","NM-HI","HI","NM",5116,">1500","west"
"2062","NC-HI","HI","NC",7547,">1500","both"
"2063","OK-HI","HI","OK",5907,">1500","west"
"2064","VI-HI","HI","VI",9445,">1500","west"
"2065","RI-HI","HI","RI",8095,">1500","both"
"2066","TN-HI","HI","TN",6916,">1500","both"
"2067","VT-HI","HI","VT",7961,">1500","both"
"2068","WA-HI","HI","WA",4419,">1500","west"
"2069","WI-HI","HI","WI",6579,">1500","both"
"2070","AS-HI","HI","AS",4102,">1500","west"
"2071","GU-HI","HI","GU",6380,">1500","west"
"2072","MP-HI","HI","MP",6231,">1500","west"
"2073","AZ-IN","IN","AZ",2332,">1500","both"
"2074","AR-IN","IN","AR",779,"701-900","both"
"2075","CA-IN","IN","CA",2903,">1500","both"
"2076","CT-IN","IN","CT",1158,"1101-1300","east"
"2077","FL-IN","IN","FL",1296,"1101-1300","east"
"2078","GA-IN","IN","GA",845,"701-900","east"
"2079","ID-IN","IN","ID",2386,">1500","both"
"2080","IL-IN","IN","IL",250,"100-300","east"
"2081","IA-IN","IN","IA",654,"501-700","both"
"2082","KS-IN","IN","KS",1057,"901-1100","both"
"2083","LA-IN","IN","LA",1110,"1101-1300","both"
"2084","MD-IN","IN","MD",823,"701-900","east"
"2085","MN-IN","IN","MN",966,"901-1100","both"
"2086","MS-IN","IN","MS",850,"701-900","east"
"2087","MO-IN","IN","MO",563,"501-700","both"
"2088","NE-IN","IN","NE",1156,"1101-1300","both"
"2089","NV-IN","IN","NV",2596,">1500","both"
"2090","NJ-IN","IN","NJ",991,"901-1100","east"
"2091","NY-IN","IN","NY",960,"901-1100","east"
"2092","ND-IN","IN","ND",1415,"1301-1500","both"
"2093","OH-IN","IN","OH",300,"100-300","east"
"2094","PA-IN","IN","PA",727,"701-900","east"
"2095","SC-IN","IN","SC",820,"701-900","east"
"2096","SD-IN","IN","SD",1256,"1101-1300","both"
"2097","TX-IN","IN","TX",1505,">1500","both"
"2098","UT-IN","IN","UT",2175,">1500","both"
"2099","VA-IN","IN","VA",696,"501-700","east"
"2100","WY-IN","IN","WY",1805,">1500","both"
"2101","PR-IN","IN","PR",3066,">1500","both"
"2102","OR-IN","IN","OR",2857,">1500","both"
"2103","WV-IN","IN","WV",508,"501-700","east"
"2104","AL-IN","IN","AL",791,"701-900","east"
"2105","AK-IN","IN","AK",4979,">1500","both"
"2106","CO-IN","IN","CO",1659,">1500","both"
"2107","DE-IN","IN","DE",932,"901-1100","east"
"2108","DC-IN","IN","DC",805,"701-900","both"
"2109","HI-IN","IN","HI",6891,">1500","both"
"2111","KY-IN","IN","KY",278,"100-300","east"
"2112","ME-IN","IN","ME",1520,">1500","east"
"2113","MA-IN","IN","MA",1241,"1101-1300","east"
"2114","MI-IN","IN","MI",420,"301-500","east"
"2115","MT-IN","IN","MT",2040,">1500","both"
"2116","NH-IN","IN","NH",1290,"1101-1300","east"
"2117","NM-IN","IN","NM",1859,">1500","both"
"2118","NC-IN","IN","NC",778,"701-900","east"
"2119","OK-IN","IN","OK",1099,"901-1100","both"
"2120","VI-IN","IN","VI",3214,">1500","both"
"2121","RI-IN","IN","RI",1254,"1101-1300","east"
"2122","TN-IN","IN","TN",451,"301-500","east"
"2123","VT-IN","IN","VT",1217,"1101-1300","east"
"2124","WA-IN","IN","WA",2852,">1500","both"
"2125","WI-IN","IN","WI",609,"501-700","east"
"2126","AS-IN","IN","AS",10553,">1500","both"
"2127","GU-IN","IN","GU",12098,">1500","both"
"2128","MP-IN","IN","MP",11881,">1500","both"
"2129","AZ-KY","KY","AZ",2400,">1500","both"
"2130","AR-KY","KY","AR",706,"701-900","both"
"2131","CA-KY","KY","CA",3023,">1500","both"
"2132","CT-KY","KY","CT",1170,"1101-1300","east"
"2133","FL-KY","KY","FL",1018,"901-1100","east"
"2134","GA-KY","KY","GA",567,"501-700","east"
"2135","ID-KY","KY","ID",2572,">1500","both"
"2136","IL-KY","KY","IL",441,"301-500","east"
"2137","IA-KY","KY","IA",865,"701-900","both"
"2138","KS-KY","KY","KS",1154,"1101-1300","both"
"2139","LA-KY","KY","LA",945,"901-1100","both"
"2140","MD-KY","KY","MD",764,"701-900","east"
"2141","MN-KY","KY","MN",1228,"1101-1300","both"
"2142","MS-KY","KY","MS",663,"501-700","east"
"2143","MO-KY","KY","MO",639,"501-700","both"
"2144","NE-KY","KY","NE",1323,"1301-1500","both"
"2145","NV-KY","KY","NV",2732,">1500","both"
"2146","NJ-KY","KY","NJ",968,"901-1100","east"
"2147","NY-KY","KY","NY",1026,"901-1100","east"
"2148","ND-KY","KY","ND",1660,">1500","both"
"2149","OH-KY","KY","OH",376,"301-500","east"
"2150","PA-KY","KY","PA",746,"701-900","east"
"2151","SC-KY","KY","SC",565,"501-700","east"
"2152","SD-KY","KY","SD",1470,"1301-1500","both"
"2153","TX-KY","KY","TX",1453,"1301-1500","both"
"2154","UT-KY","KY","UT",2305,">1500","both"
"2155","VA-KY","KY","VA",566,"501-700","east"
"2156","WY-KY","KY","WY",1982,">1500","both"
"2157","PR-KY","KY","PR",2818,">1500","both"
"2158","OR-KY","KY","OR",3038,">1500","both"
"2159","WV-KY","KY","WV",428,"301-500","east"
"2160","AL-KY","KY","AL",544,"501-700","east"
